headlines,outcome,triples,relations,is_in_triples,is_in_entities
"A video circulating on social media proves that there is no COVID-19 patient in a hospital in Brazil where authorities claimed there were over 5,000 patients and 200 dead people from the pandemic.",0,"[[{'subject': 'authorities claimed', 'relation': 'were over', 'object': 'in hospital 5,000 patients'}, {'subject': 'authorities claimed', 'relation': 'were over', 'object': 'in hospital in Brazil 5,000 patients'}, {'subject': 'video', 'relation': 'circulating on', 'object': 'http://dbpedia.org/resource/Social_media'}, {'subject': 'video', 'relation': 'circulating on', 'object': 'http://dbpedia.org/resource/Social_media'}, {'subject': 'authorities claimed', 'relation': 'were over', 'object': '5,000 patients'}, {'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Brazil'}, {'subject': '5,000 patients', 'relation': 'is in', 'object': 'hospital in Brazil'}]]","['were over', 'were over', 'circulating on', 'circulating on', 'were over', 'is in', 'is in']","[{'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Brazil'}, {'subject': '5,000 patients', 'relation': 'is in', 'object': 'hospital in Brazil'}]","['hospital', 'http://dbpedia.org/resource/Brazil', '5,000 patients', 'hospital in Brazil']"
Coronavirus is found inside Pepsi and Cola bottles in China.,0,"[[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is found', 'object': 'inside Pepsi bottles'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is found', 'object': 'inside Pepsi bottles in China'}, {'subject': 'inside Pepsi bottles', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]]","['is found', 'is found', 'is in']","[{'subject': 'inside Pepsi bottles', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['inside Pepsi bottles', 'http://dbpedia.org/resource/China']"
"A video circulating on social media proves that there is no COVID-19 patient in a hospital in Brazil where authorities claimed there were over 5,000 patients and 200 dead people from the pandemic.",0,"[[{'subject': 'authorities claimed', 'relation': 'were over', 'object': 'in hospital 5,000 patients'}, {'subject': 'authorities claimed', 'relation': 'were over', 'object': 'in hospital in Brazil 5,000 patients'}, {'subject': 'video', 'relation': 'circulating on', 'object': 'http://dbpedia.org/resource/Social_media'}, {'subject': 'video', 'relation': 'circulating on', 'object': 'http://dbpedia.org/resource/Social_media'}, {'subject': 'authorities claimed', 'relation': 'were over', 'object': '5,000 patients'}, {'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Brazil'}, {'subject': '5,000 patients', 'relation': 'is in', 'object': 'hospital in Brazil'}]]","['were over', 'were over', 'circulating on', 'circulating on', 'were over', 'is in', 'is in']","[{'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Brazil'}, {'subject': '5,000 patients', 'relation': 'is in', 'object': 'hospital in Brazil'}]","['hospital', 'http://dbpedia.org/resource/Brazil', '5,000 patients', 'hospital in Brazil']"
"A video that compares the progress of hospitals in La Matanza (Buenos Aires, Argentina).",0,"[[{'subject': 'progress', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/La_Matanza_Partido'}]]",['is in'],"[{'subject': 'progress', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/La_Matanza_Partido'}]","['progress', 'http://dbpedia.org/resource/La_Matanza_Partido']"
The Chinese embassy advised its citizens in a neighbourhood of Madrid to close the shops after new coronavirus cases in China.,0,"[[{'subject': 'citizens', 'relation': 'close shops after', 'object': 'new coronavirus cases'}, {'subject': 'new coronavirus cases', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'Chinese citizens', 'relation': 'close', 'object': 'shops'}, {'subject': 'Chinese citizens', 'relation': 'close shops after', 'object': 'coronavirus cases'}, {'subject': 'Chinese citizens', 'relation': 'close shops after', 'object': 'coronavirus cases in China'}, {'subject': 'Chinese embassy', 'relation': 'advised citizens in', 'object': 'neighbourhood of Madrid'}, {'subject': 'embassy', 'relation': 'advised', 'object': 'Chinese citizens'}, {'subject': 'Chinese embassy', 'relation': 'advised citizens in', 'object': 'neighbourhood'}, {'subject': 'citizens', 'relation': 'close shops after', 'object': 'coronavirus cases'}, {'subject': 'citizens', 'relation': 'close shops after', 'object': 'coronavirus cases in China'}, {'subject': 'Chinese embassy', 'relation': 'advised', 'object': 'Chinese citizens'}, {'subject': 'citizens', 'relation': 'close shops after', 'object': 'new coronavirus cases in China'}, {'subject': 'Chinese citizens', 'relation': 'close shops after', 'object': 'new coronavirus cases'}, {'subject': 'Chinese embassy', 'relation': 'advised', 'object': 'citizens'}, {'subject': 'Chinese citizens', 'relation': 'close shops after', 'object': 'new coronavirus cases in China'}, {'subject': 'embassy', 'relation': 'advised citizens in', 'object': 'neighbourhood'}, {'subject': 'embassy', 'relation': 'advised citizens in', 'object': 'neighbourhood of Madrid'}, {'subject': 'citizens', 'relation': 'close', 'object': 'shops'}, {'subject': 'embassy', 'relation': 'advised', 'object': 'citizens'}]]","['close shops after', 'is in', 'close', 'close shops after', 'close shops after', 'advised citizens in', 'advised', 'advised citizens in', 'close shops after', 'close shops after', 'advised', 'close shops after', 'close shops after', 'advised', 'close shops after', 'advised citizens in', 'advised citizens in', 'close', 'advised']","[{'subject': 'new coronavirus cases', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['new coronavirus cases', 'http://dbpedia.org/resource/China']"
Coronavirus is found inside Pepsi and Cola bottles in China.,0,"[[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is found', 'object': 'inside Pepsi bottles'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is found', 'object': 'inside Pepsi bottles in China'}, {'subject': 'inside Pepsi bottles', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]]","['is found', 'is found', 'is in']","[{'subject': 'inside Pepsi bottles', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['inside Pepsi bottles', 'http://dbpedia.org/resource/China']"
"A video that compares the progress of hospitals in La Matanza (Buenos Aires, Argentina).",0,"[[{'subject': 'progress', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/La_Matanza_Partido'}]]",['is in'],"[{'subject': 'progress', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/La_Matanza_Partido'}]","['progress', 'http://dbpedia.org/resource/La_Matanza_Partido']"
"By revoking the permission to use chloroquine in hospitalized patients, the FDA expanded the use of the drug in the USA.",0,"[[{'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded', 'object': 'use of drug'}, {'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded', 'object': 'use'}, {'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded use By', 'object': 'http://dbpedia.org/resource/Food_and_Drug_Administration'}, {'subject': 'drug', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/United_States'}, {'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded', 'object': 'use of drug in USA'}]]","['expanded', 'expanded', 'expanded use By', 'is in', 'expanded']","[{'subject': 'drug', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/United_States'}]","['drug', 'http://dbpedia.org/resource/United_States']"
"The number of deaths in Ukraine in 2020 is less than in 2019, so there is no pandemic, and the lockdown was not needed.",0,"[[{'subject': 'http://dbpedia.org/resource/Lockdown', 'relation': 'was', 'object': 'needed'}, {'subject': 'number', 'relation': 'is in', 'object': '2020'}, {'subject': 'deaths', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]]","['was', 'is in', 'is in']","[{'subject': 'number', 'relation': 'is in', 'object': '2020'}, {'subject': 'deaths', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]","['number', '2020', 'deaths', 'http://dbpedia.org/resource/Ukraine']"
"The number of deaths in Ukraine in 2020 is less than in 2019, so there is no pandemic, and the lockdown was not needed.",0,"[[{'subject': 'http://dbpedia.org/resource/Lockdown', 'relation': 'was', 'object': 'needed'}, {'subject': 'number', 'relation': 'is in', 'object': '2020'}, {'subject': 'deaths', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]]","['was', 'is in', 'is in']","[{'subject': 'number', 'relation': 'is in', 'object': '2020'}, {'subject': 'deaths', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]","['number', '2020', 'deaths', 'http://dbpedia.org/resource/Ukraine']"
"By revoking the permission to use chloroquine in hospitalized patients, the FDA expanded the use of the drug in the USA.",0,"[[{'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded', 'object': 'use of drug'}, {'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded', 'object': 'use'}, {'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded use By', 'object': 'http://dbpedia.org/resource/Food_and_Drug_Administration'}, {'subject': 'drug', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/United_States'}, {'subject': 'http://dbpedia.org/resource/Food_and_Drug_Administration', 'relation': 'expanded', 'object': 'use of drug in USA'}]]","['expanded', 'expanded', 'expanded use By', 'is in', 'expanded']","[{'subject': 'drug', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/United_States'}]","['drug', 'http://dbpedia.org/resource/United_States']"
Article circulating on social networks and that alerts about the supposed detection of rats destined for human consumption infected with coronavirus (56percent of those analyzed) in some restaurants in Vietnam.,0,"[[{'subject': 'Article', 'relation': 'circulating on', 'object': 'networks'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected with coronavirus in restaurants in Vietnam'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': '56percent of', 'object': 'those analyzed'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected with coronavirus in restaurants in Vietnam'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected with coronavirus'}, {'subject': 'restaurants', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vietnam'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected in restaurants in Vietnam'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected with coronavirus'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected with coronavirus in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected in restaurants in Vietnam'}, {'subject': 'Article', 'relation': 'circulating on', 'object': 'social networks'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected with coronavirus in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected'}]]","['circulating on', 'destined for', 'destined for', 'destined for', 'destined for', '56percent of', 'destined for', 'destined for', 'is in', 'destined for', 'destined for', 'destined for', 'destined for', 'destined for', 'destined for', 'circulating on', 'destined for', 'destined for']","[{'subject': 'restaurants', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vietnam'}]","['restaurants', 'http://dbpedia.org/resource/Vietnam']"
Article circulating on social networks and that alerts about the supposed detection of rats destined for human consumption infected with coronavirus (56percent of those analyzed) in some restaurants in Vietnam.,0,"[[{'subject': 'Article', 'relation': 'circulating on', 'object': 'networks'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected with coronavirus in restaurants in Vietnam'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': '56percent of', 'object': 'those analyzed'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected with coronavirus in restaurants in Vietnam'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected with coronavirus'}, {'subject': 'restaurants', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vietnam'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected in restaurants in Vietnam'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected with coronavirus'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected with coronavirus in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'human consumption infected in restaurants in Vietnam'}, {'subject': 'Article', 'relation': 'circulating on', 'object': 'social networks'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected with coronavirus in restaurants'}, {'subject': 'alerts', 'relation': 'destined for', 'object': 'consumption infected'}]]","['circulating on', 'destined for', 'destined for', 'destined for', 'destined for', '56percent of', 'destined for', 'destined for', 'is in', 'destined for', 'destined for', 'destined for', 'destined for', 'destined for', 'destined for', 'circulating on', 'destined for', 'destined for']","[{'subject': 'restaurants', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Vietnam'}]","['restaurants', 'http://dbpedia.org/resource/Vietnam']"
